AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A687380,Nena,9/14/2014 11:54,Return_to_owner,,Dog,Spayed Female,1 year,Dachshund Mix,White/Brown
A662430,Thalia,10/23/2013 11:32,Transfer,Partner,Cat,Spayed Female,9 years,Domestic Medium Hair Mix,Tortie
A695777,Zulu,1/25/2015 9:35,Euthanasia,Rabies Risk,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/Black
A670627,,6/20/2014 13:10,Adoption,,Dog,Neutered Male,4 years,Pomeranian Mix,Sable
A687050,,8/31/2014 9:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A701979,Winnie,12/20/2015 11:54,Adoption,Foster,Dog,Spayed Female,11 years,Labrador Retriever Mix,Tan
A660052,,11/13/2013 12:56,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A717222,Zoe,12/4/2015 12:38,Return_to_owner,,Dog,Intact Female,12 years,German Shepherd Mix,Sable
A675649,Anna Nicole,4/1/2014 18:08,Return_to_owner,,Dog,Spayed Female,8 months,Yorkshire Terrier Mix,White/Brown
A710400,Brinley,11/2/2015 15:58,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A660790,Clyde,6/22/2015 18:02,Return_to_owner,,Dog,Neutered Male,2 years,Siberian Husky Mix,Silver/White
A684298,Ninja,7/27/2014 13:58,Transfer,Partner,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,White/Tan
A711565,Pandora,10/2/2015 17:57,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Black
A696156,,2/1/2015 17:51,Adoption,,Dog,Spayed Female,2 months,Cairn Terrier/Border Collie,Black/White
A718105,Avery Grace,12/28/2015 18:14,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan
A701230,Napoleon,5/6/2015 12:38,Return_to_owner,,Dog,Neutered Male,9 years,Anatol Shepherd Mix,Yellow
A715559,Buster,11/6/2015 17:40,Return_to_owner,,Dog,Neutered Male,1 year,Basset Hound Mix,Brown
A666250,Diamond,11/22/2013 16:04,Transfer,Partner,Cat,Intact Female,1 month,Domestic Longhair Mix,Black
A706393,Charles,11/24/2015 11:58,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Blue Tabby/White
A691643,,11/14/2014 14:25,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Longhair Mix,Black Tabby
A646767,Paloma,10/13/2015 13:49,Transfer,Partner,Dog,Spayed Female,2 years,Finnish Spitz Mix,White
A706041,Coco,7/6/2015 16:52,Transfer,Partner,Cat,Intact Female,2 months,Balinese Mix,Seal Point
A679508,,5/22/2014 19:17,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A616444,Springdale,5/15/2015 16:52,Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Yellow
A696695,Scout,2/14/2015 17:36,Adoption,,Dog,Spayed Female,1 year,Standard Schnauzer Mix,Blue
A715639,Mame,12/20/2015 17:41,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A613676,Hudson Hawk,1/2/2016 14:18,Return_to_owner,,Dog,Neutered Male,7 years,Beagle,White/Tan
A688920,,10/10/2014 8:05,Died,In Kennel,Cat,Intact Male,1 month,Domestic Medium Hair Mix,White/Black
A669568,Reese,1/3/2014 11:54,Adoption,,Dog,Neutered Male,10 years,Miniature Schnauzer/Miniature Poodle,White
A526257,Grenas,10/31/2015 11:13,Return_to_owner,,Dog,Neutered Male,8 years,Yorkshire Terrier Mix,Tan/Black
A681361,,6/16/2014 14:24,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A673498,Jasper,3/7/2014 12:16,Transfer,Partner,Dog,Neutered Male,1 year,Rat Terrier/Dachshund,White/Black
A716634,Peach,12/19/2015 18:44,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie/Blue Cream
A682305,,7/8/2014 13:07,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A681837,,7/6/2014 11:55,Euthanasia,Rabies Risk,Cat,Intact Male,2 months,Domestic Shorthair Mix,Cream Tabby
A581850,Smokey,1/2/2014 18:38,Return_to_owner,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue/White
A692872,Pollux,12/24/2014 11:20,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A702722,Poppy,5/26/2015 0:00,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
A667589,Silver,12/14/2013 17:29,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Cream/Blue Tabby
A710853,Oso,1/27/2016 15:33,Euthanasia,Aggressive,Dog,Neutered Male,2 years,German Shepherd Mix,Brown
A682785,Lilly,7/13/2014 13:42,Adoption,,Dog,Spayed Female,2 years,Australian Kelpie Mix,Black/Brown
A715494,Georgie,1/21/2016 11:41,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A691740,Blackie,11/11/2014 13:43,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
A716405,Max,12/8/2015 16:12,Transfer,Partner,Dog,Intact Male,1 month,Border Terrier Mix,Tan
A688729,Blue,9/25/2014 18:46,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A665262,Prince,12/9/2013 18:43,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A708855,Steve,1/10/2016 15:21,Return_to_owner,,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black
A716395,Jenny,11/28/2015 17:27,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Fawn/White
A708604,Bella,7/30/2015 12:58,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A697175,Nani,2/23/2015 17:47,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/Australian Cattle Dog,Black/White
A699453,Fanchon,4/25/2015 16:28,Transfer,Partner,Dog,Spayed Female,5 months,Labrador Retriever/Border Collie,Black
A680593,Romeo,6/21/2014 18:13,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A698065,Domino,3/7/2015 12:15,Transfer,Partner,Dog,Neutered Male,4 years,Siberian Husky Mix,Black/White
A672281,,4/8/2014 14:21,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A667847,Tufty,11/30/2013 18:41,Transfer,Partner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A653768,Boss,3/9/2014 15:36,Transfer,Partner,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan
A708230,Spike,1/10/2016 17:21,Adoption,,Dog,Neutered Male,3 years,Basset Hound Mix,White/Black
A716325,,11/22/2015 19:43,Transfer,SCRP,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Blue Tabby
A669788,Stella,7/15/2014 13:51,Transfer,Partner,Dog,Spayed Female,3 years,Great Dane,Black/White
A715737,Jeevees,11/9/2015 17:54,Return_to_owner,,Dog,Neutered Male,4 years,Great Dane,Black/White
A680798,Scout,7/14/2014 18:19,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A318574,Huey,7/31/2015 17:02,Adoption,,Cat,Neutered Male,12 years,Domestic Shorthair,Brown Tabby
A703879,,6/6/2015 13:07,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Black
A670165,Judge,1/9/2014 18:21,Transfer,Partner,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Tan
A690282,Johnny,12/24/2014 11:05,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A713333,Chucky,10/7/2015 17:10,Return_to_owner,,Dog,Neutered Male,2 years,Yorkshire Terrier,Black/Tan
A690632,White,10/27/2014 16:53,Adoption,,Dog,Neutered Male,3 years,Great Pyrenees/Australian Cattle Dog,Red Tick/White
A676219,,4/7/2014 11:01,Euthanasia,Suffering,Cat,Intact Male,12 years,Domestic Shorthair Mix,Orange Tabby
A699298,Hector,4/2/2015 12:47,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A664837,,10/9/2013 19:29,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A677812,Hawk,5/22/2014 18:32,Died,In Foster,Cat,Intact Male,1 month,Manx Mix,Brown Tabby
A714229,,10/20/2015 15:59,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A684690,,7/28/2014 17:21,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,White/Brown Tabby
A668007,Minne,12/8/2013 14:32,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie/White
A710049,Penny,8/25/2015 17:36,Adoption,,Dog,Spayed Female,1 year,Bull Terrier/Jack Russell Terrier,White/Brown Brindle
A680563,Bella,6/4/2014 17:16,Return_to_owner,,Dog,Spayed Female,4 years,Dachshund,Tan/White
A685981,Max,8/19/2014 17:42,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Brown/Black
A674115,Boz,3/7/2014 16:27,Return_to_owner,,Dog,Neutered Male,2 years,Ibizan Hound/Pit Bull,Tan/White
A685417,Willie,8/9/2014 11:02,Return_to_owner,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White
A704464,Marmalade,7/2/2015 0:00,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A689528,Clementine,10/20/2014 11:41,Transfer,Partner,Dog,Spayed Female,2 years,Havanese Mix,White
A717643,Ellie,2/21/2016 0:00,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A681726,,6/30/2014 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A709877,Frenchie,8/23/2015 19:43,Adoption,,Dog,Spayed Female,2 months,Catahoula Mix,White/Blue
A684830,,7/30/2014 9:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A711038,Treasure,9/18/2015 15:17,Transfer,Partner,Cat,Neutered Male,3 years,Maine Coon Mix,Brown Tabby
A686862,,8/28/2014 10:13,Euthanasia,Suffering,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black/White
A669063,White Girl,12/14/2013 11:52,Return_to_owner,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,White/Brown
A687786,Lexi,10/5/2014 15:57,Adoption,,Dog,Spayed Female,5 years,German Shepherd Mix,Tan/Black
A634550,Blue,2/22/2015 15:31,Return_to_owner,,Dog,Neutered Male,5 years,Catahoula/Australian Cattle Dog,Tricolor
A705130,Oso,6/18/2015 12:07,Transfer,Partner,Dog,Neutered Male,10 years,German Shepherd,Black/Brown
A671261,Wesley,1/26/2014 18:53,Transfer,Partner,Dog,Intact Male,7 months,Chihuahua Shorthair Mix,Tan
A694688,Lady,1/12/2015 11:50,Transfer,Partner,Dog,Spayed Female,7 years,Cocker Spaniel Mix,Red/White
A688013,Apollo,11/9/2014 16:12,Adoption,,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Tan
A674893,Sir Winsor,3/20/2014 17:30,Return_to_owner,,Dog,Neutered Male,6 years,Standard Poodle Mix,White
A711238,Rocket,9/13/2015 15:40,Adoption,,Dog,Neutered Male,5 months,Cairn Terrier Mix,Black/Brown
A717109,Max,1/11/2016 10:36,Adoption,,Dog,Neutered Male,2 years,Golden Retriever/Australian Cattle Dog,Tan
A705049,Fancy,7/2/2015 0:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A714108,,10/19/2015 9:00,Transfer,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Black
A697465,,2/25/2015 9:00,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Black/White
A694066,Smokey,12/26/2014 15:47,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby
A674546,Dermott,3/22/2014 14:00,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever/German Shepherd,Tan
A673533,Obama,3/8/2014 17:19,Return_to_owner,,Dog,Intact Female,2 years,Nova Scotia Duck Tolling Retriever Mix,Tan/White
A720664,Jack,2/17/2016 10:54,Return_to_owner,,Dog,Intact Male,4 years,Chow Chow Mix,Black
A692722,Stevie,12/17/2014 15:38,Adoption,Foster,Dog,Neutered Male,1 year,Dachshund/Cardigan Welsh Corgi,Blue Merle
A678184,June-Bug,5/5/2014 16:31,Return_to_owner,,Dog,Spayed Female,15 years,Rat Terrier Mix,White/Black
A707114,Terri,9/22/2015 17:23,Adoption,,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,White/Brown Brindle
A713377,Burton,11/6/2015 12:21,Adoption,,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Tan/White
A709298,Rob,8/11/2015 0:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A701676,Soda Pop,5/12/2015 12:02,Transfer,Partner,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A704800,,6/20/2015 12:30,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A669210,Chula,12/17/2013 14:04,Return_to_owner,,Dog,Spayed Female,15 years,Chihuahua Shorthair Mix,White
A671550,,2/3/2014 8:46,Died,In Surgery,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan/White
A713469,Kiki,10/12/2015 17:34,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A664308,Bruce,10/2/2013 18:21,Return_to_owner,,Dog,Intact Male,6 years,Australian Cattle Dog Mix,Brown/Black
A691688,Powder,12/4/2014 18:40,Adoption,,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,White
A671296,,1/26/2014 12:16,Transfer,Partner,Dog,Neutered Male,10 years,Boston Terrier Mix,White/Black
A715372,Jasmine,11/12/2015 18:30,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A709853,Oreo,9/4/2015 14:17,Transfer,Partner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Black/White
A677607,Athena,5/9/2014 13:55,Adoption,,Dog,Spayed Female,1 year,Siberian Husky Mix,Sable/White
A690065,Mars,10/23/2014 18:48,Adoption,,Dog,Neutered Male,2 years,Great Dane/Labrador Retriever,Black
A678076,Bo,5/4/2014 17:20,Euthanasia,Suffering,Dog,Neutered Male,12 years,German Shepherd/Siberian Husky,White
A696968,,2/19/2015 18:34,Adoption,,Dog,Spayed Female,8 months,Chow Chow Mix,Tan
A668703,Dancer,12/18/2013 16:15,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A716345,Chipper,11/18/2015 18:55,Return_to_owner,,Dog,Neutered Male,4 years,Dachshund/Whippet,White/Black
A677347,,4/23/2014 19:01,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A708409,,7/28/2015 9:00,Transfer,SCRP,Cat,Intact Male,9 months,Domestic Shorthair Mix,Orange Tabby
A665410,Mickey,10/18/2013 17:27,Return_to_owner,,Dog,Neutered Male,2 years,Boston Terrier Mix,Black Brindle/White
A699233,Winston Theo,4/3/2015 16:50,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby
A707345,,7/12/2015 9:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Medium Hair,Calico
A702378,,5/24/2015 13:49,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black
A693100,Opossum,12/14/2014 16:30,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Orange Tabby/White
A720155,Bowie,2/12/2016 15:23,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby/White
A696750,,2/12/2015 9:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Longhair Mix,Brown Tabby
A676642,J.B.,4/13/2014 11:09,Return_to_owner,,Dog,Neutered Male,9 years,Golden Retriever Mix,Gold
A693470,Frito,12/20/2014 16:05,Adoption,,Dog,Neutered Male,6 months,Pit Bull Mix,Brown/White
A679048,Zoey,5/22/2014 18:31,Adoption,,Dog,Spayed Female,3 months,Pointer Mix,White/Orange
A674690,Kiki,3/21/2014 14:51,Adoption,,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue
A677649,,5/4/2014 13:19,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A658509,Dolly,1/12/2015 12:37,Return_to_owner,,Dog,Spayed Female,1 year,Australian Shepherd Mix,White/Tan
A667391,Chato,11/19/2013 12:26,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White
A708285,,7/26/2015 9:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,White/Chocolate Point
A679092,Swagger-Swag,6/28/2014 16:32,Adoption,,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Brown Tabby/White
A692565,,11/29/2014 13:56,Adoption,,Dog,Neutered Male,1 month,Anatol Shepherd Mix,Brown/White
A685892,Sassy,8/19/2014 13:06,Transfer,Partner,Dog,Spayed Female,13 years,Pekingese Mix,Tan/White
A664536,Angel,4/18/2014 14:16,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Longhair Mix,Black/White
A718238,Atticus,1/4/2016 19:15,Return_to_owner,,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Brown
A677289,,4/28/2014 11:20,Died,In Kennel,Dog,Intact Female,3 months,Beagle Mix,White/Brown
A679409,Cooper,5/27/2014 18:29,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Buff
A706919,Blacky,7/6/2015 11:53,Return_to_owner,,Dog,Intact Male,6 years,Chihuahua Shorthair Mix,Black/Tan
A714027,Keenan,10/23/2015 18:47,Adoption,,Cat,Neutered Male,5 years,Domestic Longhair Mix,Blue/White
A690872,Marcus,3/28/2015 11:25,Return_to_owner,,Dog,Neutered Male,6 years,American Bulldog Mix,White
A664933,Zach,10/31/2013 17:09,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan
A718179,Wilson,12/28/2015 18:26,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White
A670913,Thelonious,3/28/2014 13:18,Return_to_owner,,Dog,Neutered Male,4 months,Catahoula/Plott Hound,Brown Merle
A682841,Tinker,7/8/2014 15:29,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A691063,,10/30/2014 9:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
A696015,,1/31/2015 18:08,Adoption,,Dog,Neutered Male,4 months,Pit Bull/Pointer,Black/White
A693932,Lila,1/3/2015 16:46,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White
A685160,Oak,8/10/2014 16:34,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
A671095,L.A.,2/19/2014 11:10,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn
A697107,Possum,2/23/2015 15:51,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Yorkshire Terrier,Silver/Tan
A713803,Pecan,12/9/2015 9:15,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Tortie
A617461,Tank,2/1/2014 12:21,Return_to_owner,,Dog,Neutered Male,3 years,German Wirehaired Pointer,Black/Gray
A689101,Rylie,10/3/2014 16:44,Adoption,,Dog,Spayed Female,3 months,Dachshund Mix,Black/Tan
A672311,Oreo,9/1/2015 8:49,Adoption,Foster,Dog,Neutered Male,1 year,Border Collie Mix,Black
A678674,Jordan,5/17/2014 13:24,Transfer,Partner,Cat,Unknown,1 month,Domestic Shorthair Mix,Black
A674990,,3/25/2014 16:56,Adoption,,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,White/Black
A698959,Addy,3/20/2015 17:25,Return_to_owner,,Dog,Intact Female,5 years,Labrador Retriever Mix,Black
A709345,Houston,8/13/2015 13:29,Transfer,Partner,Dog,Neutered Male,2 years,Pointer Mix,Black/White
A715774,Bruno,11/17/2015 11:34,Transfer,Partner,Dog,Neutered Male,2 years,American Staffordshire Terrier/American Bulldog,Brown Brindle/White
A676819,Molly,6/30/2014 13:22,Return_to_owner,,Dog,Spayed Female,2 years,Rottweiler Mix,Black
A684179,Tod,7/21/2014 17:15,Return_to_owner,,Dog,Neutered Male,7 years,Pomeranian Mix,Tan
A674147,Pya,3/17/2014 17:54,Return_to_owner,,Dog,Spayed Female,10 months,Pit Bull Mix,Brown
A695749,Bentley,1/25/2015 18:36,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd Mix,White/Brown
A678374,Capitan,11/11/2014 13:29,Return_to_owner,,Dog,Neutered Male,12 years,Border Collie Mix,Tricolor
A686411,,8/21/2014 18:04,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A699976,Smokey,4/10/2015 18:00,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Staffordshire Mix,Black/Brown Brindle
A690639,,10/25/2014 14:43,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Tortie
A702782,,5/20/2015 11:57,Transfer,Partner,Dog,Intact Male,1 year,Lhasa Apso/Pbgv,Black/Tan
A712290,Little Foot,9/29/2015 14:41,Transfer,Partner,Dog,Intact Male,3 years,Labrador Retriever/Harrier,Tan/White
A678732,,5/13/2014 19:14,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A689268,,10/1/2014 15:19,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A711634,,9/10/2015 11:35,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A693408,Harbor,12/14/2014 18:44,Adoption,,Dog,Neutered Male,2 years,Golden Retriever/Labrador Retriever,Buff
A665894,Freddie,10/27/2013 14:43,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Cream Tabby
A662115,Riz,10/15/2013 14:31,Transfer,Partner,Dog,Spayed Female,8 years,Pit Bull Mix,Black/White
A677946,Bella,8/23/2014 16:38,Adoption,,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,Black/White
A694824,,1/9/2015 16:29,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
A555446,Boo,7/15/2014 19:00,Adoption,,Dog,Neutered Male,5 years,Rat Terrier Mix,Brown/White
A690804,,10/27/2014 9:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A689730,Lil Bit,10/14/2014 16:30,Adoption,,Dog,Spayed Female,6 years,Rat Terrier Mix,Tricolor
A671537,Daniel,2/2/2014 14:00,Transfer,Partner,Dog,Intact Male,1 year,Anatol Shepherd/Labrador Retriever,White/Tan
A669724,Lee,3/20/2014 12:56,Transfer,Partner,Dog,Neutered Male,10 years,Pekingese Mix,White/Tan
A717182,Messi,12/14/2015 18:33,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black
A709194,,8/6/2015 9:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,White
A706748,Carli,7/14/2015 15:51,Transfer,Partner,Dog,Intact Female,2 years,Standard Schnauzer Mix,Black
A720469,Popeye,2/10/2016 17:38,Return_to_owner,,Dog,Neutered Male,4 years,Boston Terrier Mix,Black/White
A700443,,4/13/2015 19:07,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Black/White
A712358,,9/22/2015 15:57,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue
A680597,Junior,6/4/2014 18:39,Return_to_owner,,Dog,Neutered Male,8 years,Rottweiler Mix,Black
A669306,America,1/21/2015 18:36,Return_to_owner,,Dog,Spayed Female,4 years,Affenpinscher Mix,Black
A679483,Charlie,6/17/2014 13:26,Transfer,Partner,Dog,Neutered Male,5 months,German Shepherd Mix,Tricolor
A687025,,8/30/2014 15:01,Euthanasia,Suffering,Dog,Intact Male,10 years,German Shepherd Mix,Brown
A702883,Bubush,5/19/2015 12:34,Euthanasia,Suffering,Cat,Neutered Male,18 years,Domestic Longhair Mix,White/Black
A717073,Athena,12/2/2015 13:33,Return_to_owner,,Dog,Intact Female,2 years,Alaskan Husky,Black/White
A707131,Clemmie,7/12/2015 12:09,Transfer,Partner,Dog,Intact Female,11 months,Pit Bull Mix,Black
A675311,,3/26/2014 13:24,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Blue/White
A713854,Stormy,11/14/2015 19:31,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A704403,Cupcake,7/18/2015 17:31,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A679386,Coco,7/15/2015 13:48,Transfer,Partner,Dog,Intact Female,4 years,Pit Bull Mix,Chocolate/White
A677312,Tiger,5/5/2014 17:32,Adoption,,Dog,Neutered Male,3 years,Maltese/Chihuahua Shorthair,White/Buff
A665684,Pete,11/2/2013 12:18,Adoption,,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Brown/White
A685491,Marty,8/17/2014 15:09,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A719249,Miso,1/20/2016 18:07,Adoption,,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Brown
A686389,Bam Bam,9/4/2014 14:25,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Chocolate
A689900,,10/12/2014 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A667026,Mo,11/16/2013 14:26,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A661850,Gucci,10/9/2013 18:41,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby
A674730,Littletyrone,3/17/2014 16:54,Return_to_owner,,Dog,Neutered Male,6 years,Pit Bull Mix,Brown Brindle/White
A667345,Cassie,12/1/2013 12:35,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair Mix,Black/White
A686092,,8/17/2014 9:00,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair,Orange/White
A690993,Aragorn,11/3/2014 18:32,Adoption,,Dog,Neutered Male,2 months,Plott Hound Mix,Brown Brindle
A628159,Delgado,10/4/2014 8:52,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Carolina Dog Mix,Tan
A701577,Dolly P,6/8/2015 13:23,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
A718136,Gemini,12/28/2015 14:11,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/White
A693955,,12/18/2014 9:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A681857,Tarva,6/26/2014 8:58,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan
A665258,Birdie,12/4/2013 12:44,Transfer,Partner,Cat,Spayed Female,1 year,Snowshoe Mix,Seal Point
A684545,Pearl,7/25/2014 18:11,Return_to_owner,,Dog,Intact Female,11 years,Boxer Mix,White
A689554,Moscow,10/20/2014 12:42,Transfer,Partner,Dog,Spayed Female,10 months,Siberian Husky Mix,Black/White
