,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,hour,day,month
1285,Cat,Intact Female,210.0,Domestic Shorthair Mix,Brown Tabby,14,0,12
1286,Dog,Neutered Male,1.0,German Shepherd/Rottweiler,Black/Tan,14,1,5
1287,Dog,Intact Female,365.0,Pit Bull Mix,White,17,3,2
1288,Dog,Neutered Male,730.0,Pit Bull Mix,Brown/White,17,5,2
1289,Cat,Intact Male,730.0,Domestic Shorthair Mix,Orange Tabby,12,1,6
1290,Dog,Neutered Male,365.0,Australian Shepherd Mix,Tricolor,15,1,11
1291,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Blue Tabby,18,1,8
1292,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Blue,19,0,10
1293,Dog,Intact Female,180.0,Labrador Retriever/Australian Shepherd,Black,14,1,10
1294,Dog,Neutered Male,60.0,Yorkshire Terrier Mix,Red/Black,15,4,4
1295,Dog,Neutered Male,365.0,Pit Bull Mix,Tan/White,0,4,4
1296,Cat,Intact Female,730.0,Domestic Shorthair Mix,Black/White,17,1,6
1297,Dog,Neutered Male,365.0,Manchester Terrier/Chihuahua Shorthair,Chocolate/Tan,17,0,1
1298,Dog,Intact Female,1460.0,Dachshund/Beagle,Brown/White,11,1,5
1299,Cat,Unknown,60.0,Domestic Shorthair Mix,Tortie,17,2,6
1300,Dog,Intact Female,1825.0,Siberian Husky Mix,White,10,2,8
1301,Dog,Spayed Female,5110.0,Papillon,Yellow/White,13,5,9
1302,Dog,Spayed Female,730.0,Labrador Retriever Mix,Black,13,0,12
1303,Cat,Intact Male,210.0,Domestic Shorthair Mix,Black/White,14,5,6
1304,Dog,Neutered Male,365.0,Chihuahua Shorthair Mix,Brown/Black,17,5,8
1305,Dog,Spayed Female,120.0,German Shepherd/Golden Retriever,Sable,16,3,12
1306,Dog,Neutered Male,730.0,Chihuahua Shorthair Mix,Brown Brindle/White,12,2,1
1307,Dog,Neutered Male,90.0,Labrador Retriever Mix,Black/White,17,6,5
1308,Dog,Neutered Male,270.0,Pit Bull Mix,Blue/White,15,0,9
1309,Dog,Spayed Female,90.0,Chihuahua Shorthair Mix,Brown,9,0,8
1310,Dog,Spayed Female,1095.0,Chihuahua Shorthair Mix,Buff/White,12,5,9
1311,Dog,Neutered Male,30.0,Australian Shepherd Mix,White/Brown,17,2,5
1312,Cat,Intact Male,1095.0,Domestic Medium Hair Mix,Brown Tabby,17,3,5
1313,Cat,Unknown,365.0,Siamese Mix,Seal Point,0,4,1
1314,Dog,Spayed Female,2190.0,German Shepherd Mix,Black,11,5,8
1315,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Chocolate/Black Smoke,13,4,6
1316,Dog,Intact Male,4380.0,Labrador Retriever Mix,White/Blue Merle,13,4,7
1317,Dog,Spayed Female,30.0,Pit Bull Mix,Brown Brindle/White,12,2,11
1318,Dog,Spayed Female,2920.0,German Shepherd Mix,Black/Brown,13,0,8
1319,Dog,Spayed Female,365.0,Dachshund,Black/Tan,9,1,10
1320,Dog,Neutered Male,365.0,Australian Shepherd Mix,Tricolor,15,1,7
1321,Dog,Spayed Female,28.0,German Shepherd Mix,Brown/Black,13,6,8
1322,Dog,Spayed Female,1460.0,Australian Shepherd Mix,Black/White,17,4,3
1323,Cat,Neutered Male,30.0,Domestic Shorthair Mix,Orange Tabby,17,4,8
1324,Dog,Intact Male,21.0,German Shepherd Mix,Sable,13,0,7
1325,Cat,Neutered Male,60.0,Siamese Mix,Flame Point,14,6,2
1326,Dog,Intact Female,3.0,Pit Bull Mix,White/Black,12,2,6
1327,Dog,Spayed Female,180.0,Dachshund Longhair Mix,Sable,9,6,11
1328,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Brown Tabby,15,1,1
1329,Cat,Spayed Female,730.0,Domestic Longhair Mix,Black Smoke,12,2,8
1330,Cat,Intact Male,2190.0,Domestic Shorthair Mix,Orange Tabby,12,2,12
1331,Dog,Neutered Male,28.0,Chihuahua Shorthair Mix,Brown,14,2,4
1332,Dog,Neutered Male,5110.0,Boxer Mix,Brown Brindle/White,12,2,5
1333,Dog,Spayed Female,150.0,Chihuahua Shorthair/Cardigan Welsh Corgi,White/Tan,17,3,7
1334,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Brown Tabby/White,19,5,7
1335,Dog,Spayed Female,30.0,Labrador Retriever Mix,Black,17,5,3
1336,Dog,Intact Male,180.0,Jack Russell Terrier Mix,White/Brown,15,0,3
1337,Dog,Spayed Female,1095.0,Labrador Retriever Mix,Gold,15,3,2
1338,Dog,Neutered Male,365.0,Pit Bull Mix,Blue/White,18,4,2
1339,Dog,Intact Female,365.0,Pit Bull Mix,Brown Brindle,9,2,5
1340,Dog,Intact Male,1095.0,Old English Bulldog,Brown Brindle/White,16,1,10
1341,Dog,Neutered Male,30.0,Pug Mix,Black/White,13,3,6
1342,Cat,Intact Male,60.0,Domestic Shorthair Mix,Brown Tabby/White,17,1,9
1343,Dog,Intact Male,2190.0,Pit Bull Mix,Brown/Black,14,6,2
1344,Dog,Neutered Male,1825.0,Australian Cattle Dog/Chinese Sharpei,Red Merle/White,16,5,2
1345,Dog,Spayed Female,3285.0,Pit Bull Mix,Tan/White,17,6,6
1346,Dog,Spayed Female,730.0,Australian Shepherd Mix,Black,15,4,2
1347,Dog,Spayed Female,3650.0,Dachshund/Chihuahua Longhair,Black,19,3,5
1348,Cat,Neutered Male,30.0,Domestic Shorthair Mix,Black/White,12,6,8
1349,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Black,15,5,12
1350,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Calico,14,5,9
1351,Cat,Intact Female,180.0,Domestic Shorthair Mix,Brown Tabby,18,0,1
1352,Dog,Spayed Female,120.0,Chihuahua Shorthair Mix,White/Tricolor,18,0,9
1353,Cat,Spayed Female,120.0,Domestic Shorthair Mix,Black,15,5,8
1354,Dog,Neutered Male,365.0,Labrador Retriever Mix,Black,17,5,3
1355,Cat,Intact Female,4745.0,Domestic Shorthair Mix,Tortie,19,3,1
1356,Dog,Neutered Male,730.0,Dachshund Mix,Black/Tan,18,6,9
1357,Dog,Neutered Male,60.0,Pit Bull Mix,Black/White,18,2,9
1358,Dog,Spayed Female,90.0,German Shepherd Mix,Black/Tan,17,0,8
1359,Cat,Intact Female,240.0,Domestic Shorthair Mix,Torbie,15,5,6
1360,Dog,Intact Male,730.0,Miniature Schnauzer Mix,Black/White,13,0,3
1361,Dog,Spayed Female,180.0,Beagle/Chihuahua Shorthair,Tan/White,17,0,4
1362,Dog,Intact Female,2920.0,Miniature Schnauzer Mix,Gray/White,15,3,1
1363,Dog,Neutered Male,240.0,Pit Bull Mix,Blue/White,17,0,11
1364,Dog,Spayed Female,365.0,Pointer Mix,White/Brown,16,4,2
1365,Dog,Spayed Female,2.0,Blue Lacy Mix,Blue,12,1,4
1366,Dog,Intact Male,1.0,Chihuahua Shorthair Mix,Tan/White,13,3,5
1367,Dog,Spayed Female,365.0,German Shepherd Mix,Brown/Black,17,4,7
1368,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Black,12,6,2
1369,Cat,Intact Female,120.0,Domestic Shorthair Mix,Torbie/White,18,6,10
1370,Cat,Intact Female,730.0,Domestic Shorthair Mix,Black/White,18,3,12
1371,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Black/White,9,4,2
1372,Cat,Intact Male,730.0,Domestic Shorthair Mix,Brown Tabby,17,0,11
1373,Cat,Intact Female,60.0,Domestic Shorthair Mix,Cream Tabby,17,2,9
1374,Dog,Spayed Female,1095.0,Weimaraner/Pit Bull,Blue/White,16,2,9
1375,Dog,Intact Female,90.0,Chihuahua Shorthair Mix,Fawn,16,6,9
1376,Cat,Unknown,365.0,Domestic Shorthair,Black/White,15,2,1
1377,Cat,Spayed Female,3650.0,Domestic Shorthair Mix,Black,14,2,7
1378,Cat,Unknown,28.0,Domestic Shorthair Mix,Black/White,13,2,6
1379,Dog,Spayed Female,2190.0,Dachshund Mix,Brown/Black,12,4,6
1380,Dog,Spayed Female,1095.0,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,17,4,11
1381,Dog,Neutered Male,730.0,Pit Bull Mix,White/Brown,14,3,12
1382,Dog,Neutered Male,730.0,Lhasa Apso Mix,Black/White,20,1,9
1383,Cat,Neutered Male,1460.0,Domestic Longhair Mix,Brown Tabby/White,11,6,6
1384,Cat,Spayed Female,4015.0,Domestic Shorthair Mix,Brown Tabby,13,0,11
1385,Dog,Neutered Male,1095.0,Australian Cattle Dog Mix,White/Tan,17,1,5
1386,Dog,Neutered Male,120.0,Rhod Ridgeback/Labrador Retriever,Red/White,17,5,3
1387,Dog,Spayed Female,180.0,Border Collie/Jack Russell Terrier,Brown/White,17,1,7
1388,Dog,Spayed Female,730.0,Weimaraner Mix,Blue,9,3,7
1389,Cat,Intact Male,1460.0,Domestic Shorthair Mix,Black,18,5,9
1390,Dog,Neutered Male,730.0,Miniature Poodle Mix,Apricot,17,2,4
1391,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Black Smoke,14,0,12
1392,Cat,Spayed Female,365.0,Ragdoll,White/Brown,11,4,2
1393,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Calico,13,4,12
1394,Dog,Neutered Male,2190.0,Labrador Retriever Mix,Black,15,6,8
1395,Dog,Neutered Male,4015.0,Maltese/Miniature Poodle,White/Tan,15,4,11
1396,Dog,Neutered Male,2920.0,Manchester Terrier Mix,Black/Tan,11,1,12
1397,Cat,Intact Female,3285.0,Domestic Shorthair Mix,White/Brown Tabby,14,2,4
1398,Dog,Spayed Female,270.0,Carolina Dog,Tan,11,3,12
1399,Dog,Neutered Male,1460.0,Border Collie Mix,Black/White,15,6,5
1400,Dog,Neutered Male,60.0,Chihuahua Shorthair Mix,Tan,17,6,6
1401,Cat,Intact Male,90.0,Domestic Shorthair Mix,Black,17,2,12
1402,Dog,Neutered Male,30.0,Golden Retriever Mix,Red/Black,18,4,6
1403,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Brown Tabby/White,16,5,9
1404,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Blue,17,1,1
1405,Cat,Intact Female,730.0,Domestic Longhair Mix,Orange Tabby/White,13,6,12
1406,Dog,Spayed Female,2555.0,Dachshund Wirehair/Miniature Schnauzer,Black,0,6,5
1407,Dog,Neutered Male,120.0,Soft Coated Wheaten Terrier/Labrador Retriever,Sable/Tan,12,4,4
1408,Cat,Intact Male,1825.0,Domestic Shorthair Mix,Black/White,16,1,4
1409,Dog,Spayed Female,365.0,Jack Russell Terrier Mix,White/Brown,16,1,4
1410,Dog,Spayed Female,60.0,Australian Cattle Dog Mix,White/Brown,12,2,4
1411,Dog,Spayed Female,60.0,Australian Shepherd Mix,Black/Blue Merle,0,6,11
1412,Dog,Spayed Female,14.0,Pit Bull Mix,White/Tan,17,3,7
1413,Dog,Spayed Female,4380.0,Chihuahua Shorthair Mix,Brown/White,17,5,1
1414,Dog,Spayed Female,180.0,Chihuahua Shorthair/Dachshund,Red Merle/White,16,0,3
1415,Dog,Intact Female,3650.0,Chihuahua Shorthair Mix,White,12,3,3
1416,Dog,Neutered Male,365.0,Australian Shepherd/Border Collie,Brown Brindle/White,13,1,6
1417,Dog,Spayed Female,365.0,Australian Shepherd/Dalmatian,White/Black,18,2,12
1418,Dog,Spayed Female,30.0,Chihuahua Shorthair,Tricolor,17,0,2
1419,Dog,Intact Female,730.0,German Shepherd Mix,Black/Brown,13,0,8
1420,Dog,Neutered Male,730.0,Labrador Retriever,Brown Brindle/White,11,3,10
1421,Dog,Neutered Male,300.0,Pit Bull Mix,Brown Brindle/White,11,6,2
1422,Cat,Unknown,730.0,Domestic Shorthair Mix,Blue,18,4,7
1423,Dog,Neutered Male,1825.0,American Bulldog Mix,White/Brown Brindle,12,6,11
1424,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Brown Tabby,10,2,11
1425,Cat,Neutered Male,35.0,Domestic Shorthair Mix,Brown Tabby/White,8,2,9
1426,Dog,Spayed Female,1460.0,Miniature Pinscher/Dachshund,Brown,13,5,12
1427,Cat,Unknown,60.0,Domestic Shorthair Mix,Brown Tabby/White,13,2,8
1428,Dog,Spayed Female,60.0,Anatol Shepherd Mix,White/Black,8,2,8
1429,Dog,Intact Male,180.0,American Bulldog Mix,Black/White,13,4,12
1430,Cat,Intact Male,300.0,Domestic Shorthair Mix,Brown Tabby,18,1,3
1431,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Brown Tabby,13,1,9
1432,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Orange Tabby/White,17,3,7
1433,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Brown Tabby,9,5,2
1434,Cat,Neutered Male,730.0,Domestic Medium Hair Mix,Orange Tabby,12,3,5
1435,Dog,Spayed Female,730.0,Chihuahua Shorthair Mix,Brown/White,12,5,11
1436,Dog,Spayed Female,365.0,Labrador Retriever Mix,Black/White,18,0,12
1437,Cat,Intact Female,60.0,Domestic Longhair Mix,Black,13,6,11
1438,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Tortie,16,1,3
1439,Dog,Spayed Female,14.0,Pit Bull/Blue Lacy,Tan,14,2,7
1440,Cat,Intact Male,2555.0,Domestic Shorthair Mix,Blue Tabby,18,5,8
1441,Dog,Neutered Male,730.0,Chihuahua Shorthair Mix,Tricolor,12,1,5
1442,Dog,Intact Male,730.0,Pit Bull Mix,Black,18,0,2
1443,Cat,Intact Male,1825.0,Domestic Longhair Mix,Brown Tabby,18,6,12
1444,Cat,Neutered Male,4380.0,Domestic Shorthair Mix,Brown Tabby,12,3,2
1445,Dog,Neutered Male,60.0,Siberian Husky,Red/White,18,6,12
1446,Dog,Spayed Female,1460.0,Australian Shepherd Mix,Tricolor,17,5,11
1447,Cat,Intact Female,2190.0,Domestic Shorthair Mix,Tortie/Calico,12,6,6
1448,Dog,Spayed Female,60.0,Chihuahua Shorthair Mix,Tan,12,3,1
1449,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Orange Tabby,18,2,4
1450,Dog,Spayed Female,30.0,Labrador Retriever/Australian Shepherd,Black/White,11,5,7
1451,Cat,Intact Female,365.0,Domestic Shorthair Mix,Tortie,19,0,6
1452,Dog,Intact Male,7.0,Pit Bull Mix,White/Brown,15,6,10
1453,Dog,Neutered Male,150.0,Chihuahua Shorthair Mix,Tricolor,12,4,4
1454,Dog,Neutered Male,30.0,Pomeranian Mix,Brown,14,5,6
1455,Dog,Intact Male,730.0,Pit Bull Mix,Black/White,9,1,8
1456,Cat,Spayed Female,3.0,Domestic Shorthair Mix,Torbie,15,2,4
1457,Dog,Neutered Male,90.0,Australian Cattle Dog Mix,Blue Merle,14,5,6
1458,Dog,Neutered Male,120.0,Labrador Retriever Mix,Yellow,13,3,12
1459,Dog,Neutered Male,2190.0,Chihuahua Shorthair Mix,Black/Tan,17,6,3
1460,Cat,Intact Female,730.0,Domestic Shorthair Mix,Blue,15,0,6
1461,Dog,Neutered Male,730.0,Rat Terrier Mix,Black/Tricolor,15,6,12
1462,Dog,Spayed Female,120.0,Golden Retriever,Gold/White,17,5,12
1463,Cat,Unknown,30.0,Domestic Shorthair Mix,Orange Tabby/White,18,0,6
1464,Dog,Neutered Male,60.0,Boxer,Brown Brindle/White,16,0,11
1465,Dog,Neutered Male,90.0,Siberian Husky,White/Black,17,4,7
1466,Dog,Spayed Female,60.0,Pit Bull Mix,Black/White,16,1,10
1467,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Torbie,10,1,12
1468,Dog,Neutered Male,730.0,Labrador Retriever/Miniature Poodle,Black,14,1,4
1469,Dog,Neutered Male,1460.0,Cairn Terrier Mix,Brown/White,14,3,1
1470,Dog,Neutered Male,270.0,Chihuahua Shorthair/Beagle,Brown,14,0,1
1471,Dog,Neutered Male,21.0,Pit Bull Mix,Yellow Brindle/White,17,3,4
1472,Cat,Intact Male,240.0,Domestic Shorthair Mix,Brown Tabby,18,6,9
1473,Dog,Intact Male,60.0,Jack Russell Terrier/Beagle,Brown/White,11,4,10
1474,Dog,Intact Female,1095.0,Pointer Mix,White/Black,11,2,11
1475,Dog,Neutered Male,365.0,Siberian Husky Mix,White/Black,13,6,11
1476,Dog,Spayed Female,365.0,Chihuahua Longhair Mix,Brown,16,6,8
1477,Cat,Neutered Male,150.0,Domestic Shorthair Mix,White,18,2,12
1478,Dog,Spayed Female,730.0,Cardigan Welsh Corgi Mix,Yellow,14,1,10
1479,Cat,Intact Female,14.0,Domestic Shorthair Mix,Brown Tabby/White,15,1,6
1480,Cat,Intact Male,60.0,Domestic Shorthair Mix,Orange Tabby,15,1,10
1481,Dog,Spayed Female,365.0,Pit Bull Mix,Brown Brindle/White,19,4,5
1482,Cat,Neutered Male,1460.0,Domestic Shorthair Mix,Brown Tabby,11,6,11
1483,Dog,Spayed Female,270.0,Labrador Retriever Mix,Black,11,5,5
1484,Cat,Unknown,365.0,Domestic Shorthair Mix,Brown Tabby/White,20,5,8
1485,Dog,Neutered Male,4015.0,Pit Bull Mix,Brown/White,18,2,3
1486,Dog,Neutered Male,365.0,Pit Bull,Brown,18,5,8
1487,Dog,Neutered Male,30.0,Yorkshire Terrier/Miniature Poodle,Buff/White,14,6,7
1488,Dog,Spayed Female,365.0,Plott Hound/Bull Terrier,Brown Brindle/White,13,6,7
1489,Cat,Unknown,60.0,Domestic Shorthair Mix,Blue Tabby,18,2,12
1490,Cat,Spayed Female,240.0,Domestic Shorthair Mix,Black,18,4,11
1491,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Black,18,2,12
1492,Cat,Intact Male,365.0,Domestic Shorthair Mix,Black,16,5,8
1493,Dog,Spayed Female,1460.0,Australian Cattle Dog Mix,Black/White,17,6,4
1494,Cat,Intact Female,730.0,Domestic Shorthair Mix,Brown Tabby,14,0,10
1495,Dog,Intact Male,365.0,Border Terrier Mix,Tan,16,2,1
1496,Cat,Neutered Male,4380.0,Domestic Shorthair Mix,Blue/White,16,3,5
1497,Dog,Intact Female,730.0,Great Pyrenees,White,15,3,5
1498,Dog,Intact Male,1825.0,Great Pyrenees Mix,White/Blue Merle,11,5,10
1499,Dog,Spayed Female,365.0,Golden Retriever Mix,Red,17,4,2
1500,Cat,Neutered Male,210.0,Domestic Medium Hair Mix,Black/White,9,1,10
1501,Cat,Intact Male,730.0,Domestic Shorthair Mix,Black,14,3,10
1502,Dog,Spayed Female,120.0,Maltese Mix,White,10,4,9
1503,Dog,Neutered Male,1460.0,Pit Bull Mix,Blue,15,6,3
1504,Dog,Neutered Male,1825.0,Siberian Husky/Rottweiler,Black/Gray,17,3,2
1505,Dog,Intact Female,60.0,Chihuahua Shorthair,Tan/White,14,6,3
1506,Dog,Intact Female,300.0,Chihuahua Shorthair Mix,Fawn/White,19,4,1
1507,Dog,Spayed Female,30.0,Dachshund/Parson Russell Terrier,White/Blue Merle,18,1,10
1508,Dog,Intact Female,90.0,Chihuahua Shorthair Mix,Brown/White,15,6,12
1509,Dog,Neutered Male,365.0,Queensland Heeler Mix,Blue Tick/Tan,14,5,9
1510,Cat,Unknown,4380.0,Domestic Shorthair Mix,Brown Tabby/White,12,6,10
1511,Dog,Neutered Male,2920.0,Great Pyrenees/Labrador Retriever,White,18,6,2
1512,Cat,Neutered Male,1095.0,Domestic Shorthair Mix,Orange Tabby,11,3,5
1513,Cat,Intact Female,2.0,Domestic Shorthair Mix,Brown Tabby/White,18,2,8
1514,Dog,Neutered Male,365.0,Australian Kelpie Mix,Black/Tan,13,6,3
1515,Cat,Intact Male,3285.0,Domestic Shorthair Mix,Black,11,4,9
1516,Dog,Spayed Female,30.0,Cairn Terrier Mix,Black/White,18,6,4
1517,Cat,Neutered Male,365.0,Domestic Longhair Mix,Orange Tabby,14,5,8
1518,Dog,Neutered Male,5110.0,German Shepherd Mix,Black/Brown,13,3,12
1519,Dog,Spayed Female,90.0,Pit Bull Mix,Yellow Brindle,9,3,8
1520,Cat,Intact Male,730.0,Domestic Shorthair Mix,Black,13,0,6
1521,Dog,Neutered Male,365.0,Chihuahua Shorthair Mix,Tan,9,3,6
1522,Cat,Intact Male,1095.0,Domestic Shorthair Mix,Brown Tabby/White,17,4,7
1523,Dog,Spayed Female,150.0,Great Pyrenees Mix,White,19,3,10
1524,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Silver Tabby,17,2,10
1525,Cat,Unknown,60.0,Domestic Shorthair Mix,Black,11,4,10
1526,Dog,Intact Female,90.0,Dachshund/Swedish Vallhund,Red/Black,17,2,7
1527,Dog,Spayed Female,365.0,Chihuahua Shorthair Mix,Fawn,15,6,10
1528,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Torbie,16,0,3
1529,Dog,Neutered Male,1825.0,Australian Shepherd Mix,Brown Merle/Tan,16,6,8
1530,Cat,Unknown,365.0,Domestic Shorthair Mix,Black,18,2,10
1531,Dog,Spayed Female,240.0,Labrador Retriever Mix,Brown/White,17,6,3
1532,Dog,Intact Male,60.0,Chihuahua Shorthair Mix,White/Tan,12,5,11
1533,Cat,Intact Female,7.0,Domestic Shorthair Mix,Torbie,17,1,10
1534,Cat,Intact Female,60.0,Himalayan,Flame Point,12,5,8
1535,Dog,Neutered Male,1095.0,Pit Bull Mix,Brown/White,13,5,7
1536,Cat,Neutered Male,1095.0,Domestic Medium Hair Mix,Orange Tabby/White,13,2,1
1537,Dog,Spayed Female,21.0,Great Dane/Boerboel,Black,13,1,5
1538,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Tortie,17,6,10
1539,Dog,Neutered Male,730.0,Chihuahua Shorthair Mix,Black/White,9,3,11
1540,Dog,Spayed Female,4745.0,Great Pyrenees Mix,White,16,2,8
1541,Dog,Neutered Male,30.0,Chihuahua Shorthair Mix,Black/White,12,6,5
1542,Dog,Intact Male,60.0,Chihuahua Shorthair Mix,Tricolor,18,3,1
1543,Dog,Neutered Male,60.0,German Shepherd/Australian Shepherd,Tan/Black,16,0,5
1544,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Orange Tabby/White,16,5,12
1545,Dog,Spayed Female,300.0,Plott Hound Mix,Brown Brindle/White,19,3,6
1546,Dog,Intact Male,7.0,Pit Bull Mix,Blue/White,17,0,6
1547,Dog,Spayed Female,30.0,Labrador Retriever Mix,White/Brown,18,2,7
1548,Cat,Neutered Male,730.0,Maine Coon Mix,Blue,19,3,11
1549,Dog,Spayed Female,21.0,Shih Tzu Mix,Black,13,1,9
1550,Cat,Unknown,730.0,Domestic Shorthair Mix,Blue Tabby,13,0,12
1551,Dog,Neutered Male,365.0,Shih Tzu Mix,Gray/White,0,1,1
1552,Dog,Spayed Female,365.0,Pointer Mix,White/Chocolate,7,2,11
1553,Dog,Neutered Male,365.0,Pug Mix,Tan/Black,13,6,8
1554,Dog,Neutered Male,365.0,Pit Bull Mix,White/Brown,14,0,11
1555,Dog,Intact Female,180.0,Pit Bull Mix,Black/White,18,5,1
1556,Dog,Neutered Male,7.0,Chihuahua Shorthair/Cardigan Welsh Corgi,Brown/White,18,2,4
1557,Dog,Neutered Male,120.0,Labrador Retriever Mix,Black,8,1,11
1558,Cat,Neutered Male,60.0,Domestic Medium Hair Mix,Brown Tabby,11,2,12
1559,Cat,Spayed Female,2920.0,Domestic Shorthair Mix,Blue/White,13,3,1
1560,Dog,Neutered Male,60.0,Pit Bull Mix,Blue/White,17,1,11
1561,Dog,Spayed Female,60.0,Chihuahua Shorthair,Black/Tan,17,2,11
1562,Cat,Spayed Female,14.0,Domestic Shorthair Mix,Torbie,15,6,9
1563,Dog,Neutered Male,5840.0,German Shepherd/Labrador Retriever,Brown/Black,13,5,6
1564,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Calico/Tricolor,18,2,9
1565,Dog,Spayed Female,730.0,Irish Terrier Mix,Tricolor,15,6,3
1566,Dog,Intact Male,365.0,Pit Bull Mix,Red,17,3,10
1567,Dog,Neutered Male,90.0,Chihuahua Shorthair Mix,Blue Merle/White,10,3,6
1568,Cat,Neutered Male,60.0,Siamese Mix,Chocolate Point,12,0,11
1569,Dog,Neutered Male,1095.0,Chihuahua Shorthair Mix,Blue/Tan,11,0,6
1570,Dog,Neutered Male,730.0,Boston Terrier/Chihuahua Shorthair,Black/White,17,0,12
1571,Dog,Spayed Female,120.0,Basset Hound Mix,Brown Brindle/White,8,1,8
1572,Cat,Intact Female,365.0,Domestic Shorthair Mix,Torbie,14,5,12
1573,Dog,Neutered Male,730.0,Labrador Retriever/Border Collie,White/Black,13,2,10
1574,Dog,Intact Female,180.0,Pit Bull Mix,Blue/White,15,5,12
1575,Dog,Neutered Male,60.0,Labrador Retriever Mix,Black/White,17,6,1
1576,Cat,Intact Male,30.0,Domestic Shorthair Mix,Silver Tabby,12,5,10
1577,Cat,Intact Female,365.0,Domestic Shorthair Mix,Calico,9,5,7
1578,Cat,Intact Female,60.0,Domestic Shorthair Mix,Calico,12,6,9
1579,Dog,Spayed Female,1095.0,German Shepherd/Rottweiler,Brown/Black,18,2,2
1580,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Brown Tabby,17,0,6
1581,Cat,Intact Male,730.0,Domestic Medium Hair Mix,Brown Tabby,14,2,4
1582,Dog,Spayed Female,365.0,Rottweiler Mix,Tan/Black,15,0,8
1583,Cat,Unknown,730.0,Domestic Shorthair Mix,Brown Tabby/White,16,2,2
1584,Cat,Unknown,365.0,Domestic Shorthair Mix,Brown Tabby/White,15,2,9
1585,Dog,Spayed Female,180.0,Chihuahua Shorthair/Rat Terrier,White/Tan,18,5,1
1586,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Blue,19,1,6
1587,Dog,Spayed Female,60.0,Border Terrier Mix,Black/White,16,4,10
1588,Cat,Intact Male,60.0,Domestic Shorthair Mix,Black,17,6,10
1589,Cat,Intact Female,60.0,Domestic Shorthair Mix,Calico,11,3,6
1590,Cat,Intact Female,1460.0,Domestic Shorthair Mix,Calico/Black,16,1,5
1591,Dog,Intact Female,30.0,Dachshund Mix,Red,19,1,6
1592,Dog,Neutered Male,365.0,German Shepherd Mix,Black/Tan,11,5,1
1593,Cat,Intact Male,365.0,Domestic Shorthair Mix,Orange Tabby,17,1,8
1594,Dog,Spayed Female,730.0,Pit Bull Mix,Brown Brindle/White,12,1,12
1595,Dog,Spayed Female,365.0,Dachshund Mix,Brown Brindle,13,6,10
1596,Dog,Spayed Female,60.0,Pit Bull Mix,Blue/White,13,6,6
1597,Dog,Spayed Female,21.0,Miniature Schnauzer/Miniature Poodle,Gray,14,0,4
1598,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Calico,9,1,8
1599,Dog,Intact Male,2555.0,Chihuahua Shorthair Mix,Brown,18,1,12
1600,Dog,Neutered Male,1095.0,Labrador Retriever/Irish Setter,Black,9,6,9
1601,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Brown Tabby/White,13,1,2
1602,Dog,Intact Female,30.0,Pit Bull/Australian Cattle Dog,White/Black,19,4,12
1603,Dog,Neutered Male,1825.0,Norfolk Terrier/Standard Poodle,Cream,14,5,2
1604,Dog,Spayed Female,300.0,Pit Bull Mix,Brown Brindle/White,14,5,4
1605,Dog,Spayed Female,60.0,Chihuahua Shorthair Mix,Brown,12,2,6
1606,Dog,Neutered Male,14.0,Labrador Retriever Mix,Black/White,15,6,5
1607,Dog,Neutered Male,1825.0,Dachshund Mix,Tricolor,13,6,12
1608,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby/White,18,6,6
1609,Cat,Intact Male,150.0,Domestic Shorthair Mix,Brown Tabby,16,6,3
1610,Dog,Neutered Male,365.0,Chihuahua Shorthair,Brown/White,16,1,3
