AnimalID,Name,Date,weekday,Month,Time (hour),,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A701444,Nellie,"Sunday, June 07, 2015",Sunday,Jun,11:40:00 AM,11,Transfer,Partner,Dog,Spayed Female,2 years,Boxer Mix,Black/White
A692653,Luna,"Tuesday, February 03, 2015",Tuesday,Feb,3:55:00 PM,15,Return_to_owner,,Dog,Spayed Female,1 year,Siberian Husky Mix,White/Gray
A687573,Benny,"Sunday, September 14, 2014",Sunday,Sep,2:58:00 PM,14,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Chocolate/Tan
A701473,Lily,"Friday, May 01, 2015",Friday,May,11:34:00 AM,11,Return_to_owner,,Dog,Spayed Female,7 years,Toy Poodle Mix,White
A696864,Corazon,"Monday, February 16, 2015",Monday,Feb,5:55:00 PM,17,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Black/White
A358879,Simba,"Tuesday, September 15, 2015",Tuesday,Sep,4:22:00 PM,16,Euthanasia,Suffering,Dog,Neutered Male,13 years,Siberian Husky,Brown/Black
A666457,,"Thursday, November 07, 2013",Thursday,Nov,1:00:00 PM,13,Transfer,Partner,Dog,Spayed Female,4 months,Dachshund/Bloodhound,Brown/White
A656271,Scout,"Monday, May 26, 2014",Monday,May,5:01:00 PM,17,Return_to_owner,,Dog,Neutered Male,12 years,Rat Terrier Mix,White/Black
A708288,Frannie,"Wednesday, July 29, 2015",Wednesday,Jul,3:42:00 PM,15,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown
A696070,Katie,"Wednesday, January 28, 2015",Wednesday,Jan,6:45:00 PM,18,Euthanasia,Medical,Dog,Spayed Female,9 years,Manchester Terrier Mix,Black/Brown
A683580,Jack,"Saturday, July 12, 2014",Saturday,Jul,2:09:00 PM,14,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White
A677340,Poppy,"Sunday, April 27, 2014",Sunday,Apr,6:24:00 PM,18,Adoption,,Dog,Neutered Male,9 months,Dachshund Mix,Brown/Tan
A643201,Rella,"Saturday, April 19, 2014",Saturday,Apr,5:15:00 PM,17,Return_to_owner,,Dog,Spayed Female,2 years,Staffordshire Mix,Brown Brindle/White
A674477,Samson,"Monday, March 17, 2014",Monday,Mar,11:43:00 AM,11,Return_to_owner,,Dog,Neutered Male,15 years,Miniature Poodle,White
A677490,,"Monday, April 28, 2014",Monday,Apr,10:43:00 AM,10,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue
A683878,,"Thursday, July 17, 2014",Thursday,Jul,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,White/Blue
A665394,Juno,"Friday, October 25, 2013",Friday,Oct,6:31:00 PM,18,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A652598,Mia,"Tuesday, March 04, 2014",Tuesday,Mar,11:19:00 AM,11,Transfer,Partner,Dog,Spayed Female,1 year,Carolina Dog Mix,Brown/White
A713924,,"Friday, October 16, 2015",Friday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Brown Tabby
A699083,Howie,"Tuesday, March 24, 2015",Tuesday,Mar,2:19:00 PM,14,Transfer,Partner,Dog,Intact Male,1 month,Maltese/Dachshund,Tricolor
A682306,Outlaw,"Friday, June 27, 2014",Friday,Jun,4:17:00 PM,16,Return_to_owner,,Dog,Neutered Male,5 years,American Staffordshire Terrier Mix,Tan
A705567,Tootsie,"Sunday, June 21, 2015",Sunday,Jun,5:39:00 PM,17,Return_to_owner,,Dog,Spayed Female,7 months,Great Pyrenees/Border Collie,White/Black
A684405,Blanca,"Friday, July 25, 2014",Friday,Jul,6:14:00 PM,18,Return_to_owner,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Yellow
A693430,Sadie,"Wednesday, December 17, 2014",Wednesday,Dec,12:49:00 PM,12,Return_to_owner,,Dog,Spayed Female,7 years,French Bulldog,Black
A671486,Sofia,"Friday, January 31, 2014",Friday,Jan,3:09:00 PM,15,Adoption,,Dog,Spayed Female,3 years,West Highland Mix,White/Tan
A692165,Boomer,"Thursday, December 18, 2014",Thursday,Dec,1:06:00 PM,13,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A706509,,"Saturday, July 04, 2015",Saturday,Jul,10:30:00 AM,10,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A692189,,"Wednesday, May 20, 2015",Wednesday,May,9:00:00 AM,9,Transfer,SCRP,Cat,Spayed Female,6 years,Domestic Medium Hair,Orange Tabby
A684819,Tula,"Monday, October 13, 2014",Monday,Oct,5:19:00 PM,17,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
A714562,,"Monday, October 26, 2015",Monday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Lynx Point
A670041,Halo,"Wednesday, January 01, 2014",Wednesday,Jan,4:01:00 PM,16,Return_to_owner,,Dog,Spayed Female,12 years,German Shepherd Mix,Black/Brown
A683249,X,"Monday, July 21, 2014",Monday,Jul,10:43:00 AM,10,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Cream Tabby/White
A664075,Maestro,"Saturday, October 26, 2013",Saturday,Oct,10:29:00 AM,10,Adoption,Foster,Dog,Neutered Male,8 years,Maltese Mix,White
A712481,,"Wednesday, September 23, 2015",Wednesday,Sep,5:20:00 PM,17,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Brown Tabby
A719212,Derrida,"Monday, January 18, 2016",Monday,Jan,12:37:00 PM,12,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black Smoke/White
A715497,Bella,"Monday, November 09, 2015",Monday,Nov,11:30:00 AM,11,Transfer,Partner,Dog,Spayed Female,2 years,West Highland Mix,White
A708705,Dylan,"Thursday, August 13, 2015",Thursday,Aug,4:07:00 PM,16,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby/White
A715094,Max,"Saturday, December 19, 2015",Saturday,Dec,5:25:00 PM,17,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A681151,Kat,"Saturday, June 14, 2014",Saturday,Jun,12:24:00 PM,12,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A714246,,"Tuesday, October 20, 2015",Tuesday,Oct,5:16:00 PM,17,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby
A696026,Captain,"Sunday, February 15, 2015",Sunday,Feb,12:45:00 PM,12,Adoption,,Dog,Neutered Male,3 years,German Shepherd/Labrador Retriever,Brown
A714603,Smokey,"Thursday, October 29, 2015",Thursday,Oct,6:44:00 PM,18,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue
A664767,Tasha Yar,"Wednesday, May 21, 2014",Wednesday,May,6:14:00 PM,18,Adoption,,Dog,Spayed Female,11 months,Plott Hound/Pit Bull,Brown Brindle/White
A709137,Prnc Charm,"Friday, September 18, 2015",Friday,Sep,6:55:00 PM,18,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A706056,Simba,"Tuesday, June 30, 2015",Tuesday,Jun,12:09:00 PM,12,Return_to_owner,,Dog,Neutered Male,10 years,Labrador Retriever Mix,Tan
A684967,Superman,"Monday, September 01, 2014",Monday,Sep,2:37:00 PM,14,Euthanasia,Rabies Risk,Dog,Neutered Male,3 years,Pit Bull Mix,Blue
A692832,Lady,"Thursday, December 04, 2014",Thursday,Dec,5:19:00 PM,17,Transfer,Partner,Dog,Spayed Female,3 years,German Shepherd,Black
A705175,Sky,"Thursday, December 17, 2015",Thursday,Dec,12:48:00 PM,12,Adoption,Foster,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Tan
A672474,Pinto,"Thursday, February 13, 2014",Thursday,Feb,5:52:00 PM,17,Return_to_owner,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,White/Liver
A713718,Roxie,"Sunday, October 18, 2015",Sunday,Oct,3:19:00 PM,15,Return_to_owner,,Dog,Intact Female,3 years,Labrador Retriever Mix,Black
A700500,Rosie,"Saturday, April 25, 2015",Saturday,Apr,3:50:00 PM,15,Adoption,,Dog,Spayed Female,2 years,Miniature Schnauzer/Yorkshire Terrier,Black/Gray
A711481,Cena,"Friday, September 11, 2015",Friday,Sep,6:12:00 PM,18,Adoption,,Dog,Spayed Female,6 months,German Shepherd,Sable
A660172,Sierra,"Saturday, June 20, 2015",Saturday,Jun,11:43:00 AM,11,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black
A692551,Jasper,"Saturday, November 22, 2014",Saturday,Nov,5:58:00 PM,17,Return_to_owner,,Dog,Intact Male,2 years,Border Collie Mix,Black/White
A692082,King,"Tuesday, November 18, 2014",Tuesday,Nov,6:39:00 PM,18,Adoption,,Dog,Neutered Male,2 months,Wire Hair Fox Terrier/Chihuahua Shorthair,Cream/White
A696105,Lucy,"Thursday, February 12, 2015",Thursday,Feb,4:16:00 PM,16,Adoption,,Dog,Spayed Female,4 years,Chihuahua Longhair Mix,Black/Tan
A662771,Willa,"Saturday, April 12, 2014",Saturday,Apr,1:55:00 PM,13,Adoption,Foster,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Orange Tabby/White
A707486,Lilly,"Tuesday, September 29, 2015",Tuesday,Sep,5:22:00 PM,17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A706644,Spike,"Thursday, August 20, 2015",Thursday,Aug,4:14:00 PM,16,Died,At Vet,Dog,Neutered Male,8 years,Anatol Shepherd Mix,White/Tan
A715051,Cindy,"Saturday, November 14, 2015",Saturday,Nov,2:39:00 PM,14,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/White
A700259,Snoopy,"Friday, April 10, 2015",Friday,Apr,5:52:00 PM,17,Return_to_owner,,Dog,Neutered Male,10 years,Chihuahua Shorthair/Cardigan Welsh Corgi,Chocolate/White
A713826,Bevo,"Friday, October 16, 2015",Friday,Oct,4:02:00 PM,16,Return_to_owner,,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Black Brindle
A683450,Clark,"Thursday, July 17, 2014",Thursday,Jul,3:38:00 PM,15,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A682638,Marie,"Friday, July 18, 2014",Friday,Jul,5:08:00 PM,17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A713243,,"Monday, October 05, 2015",Monday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,10 months,Domestic Shorthair Mix,Black
A708814,Rosebud,"Sunday, October 11, 2015",Sunday,Oct,6:29:00 PM,18,Adoption,Foster,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black
A663274,Pretty Boy,"Monday, February 03, 2014",Monday,Feb,4:40:00 PM,16,Transfer,Partner,Dog,Neutered Male,2 years,Boxer/Catahoula,Brown Brindle/White
A681224,Claude,"Thursday, June 19, 2014",Thursday,Jun,6:11:00 PM,18,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A671341,Nicolas,"Monday, September 22, 2014",Monday,Sep,5:57:00 PM,17,Return_to_owner,,Dog,Neutered Male,2 years,Dachshund Mix,Black/Tan
A683835,,"Wednesday, July 16, 2014",Wednesday,Jul,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
A713099,,"Saturday, October 03, 2015",Saturday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Female,4 months,Siamese Mix,Lynx Point
A663562,Heidi,"Thursday, December 12, 2013",Thursday,Dec,3:23:00 PM,15,Return_to_owner,,Dog,Spayed Female,1 year,Rhod Ridgeback Mix,Brown/White
A674112,Merrick,"Friday, March 14, 2014",Friday,Mar,5:21:00 PM,17,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog,Red Tick/White
A701321,Big Foot,"Friday, May 08, 2015",Friday,May,1:15:00 PM,13,Euthanasia,Rabies Risk,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White
A693377,Jessie,"Saturday, December 13, 2014",Saturday,Dec,4:20:00 PM,16,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Blue Tabby
A707680,,"Friday, July 17, 2015",Friday,Jul,9:00:00 AM,9,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A678247,Bear,"Monday, June 02, 2014",Monday,Jun,2:34:00 PM,14,Adoption,,Dog,Neutered Male,1 year,Miniature Poodle/Miniature Schnauzer,Black
A696147,Matty,"Tuesday, February 03, 2015",Tuesday,Feb,11:15:00 AM,11,Return_to_owner,,Dog,Intact Male,2 years,Labrador Retriever,Black
A690334,Leon,"Wednesday, December 17, 2014",Wednesday,Dec,4:25:00 PM,16,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Yellow Brindle/Blue
A700333,Pumkin,"Sunday, April 12, 2015",Sunday,Apr,11:47:00 AM,11,Return_to_owner,,Dog,Unknown,3 years,Australian Shepherd,Black/White
A662084,Jude,"Tuesday, June 03, 2014",Tuesday,Jun,3:04:00 PM,15,Adoption,,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Brown/White
A713974,,"Friday, October 16, 2015",Friday,Oct,12:42:00 PM,12,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,Black
A693088,Cindy,"Thursday, October 08, 2015",Thursday,Oct,4:26:00 PM,16,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan
A705674,Barney,"Sunday, June 21, 2015",Sunday,Jun,1:24:00 PM,13,Return_to_owner,,Dog,Intact Male,13 years,Australian Cattle Dog/Border Collie,Red/White
A698747,Quin,"Saturday, March 21, 2015",Saturday,Mar,6:17:00 PM,18,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Orange Tabby
A688586,Stella,"Thursday, August 13, 2015",Thursday,Aug,5:43:00 PM,17,Adoption,,Dog,Spayed Female,3 years,Boxer/Pit Bull,Brown Brindle
A664516,Sable,"Sunday, December 08, 2013",Sunday,Dec,2:31:00 PM,14,Transfer,Partner,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black
A680696,Tuck,"Monday, June 16, 2014",Monday,Jun,1:52:00 PM,13,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A675003,Jones,"Saturday, March 29, 2014",Saturday,Mar,5:56:00 PM,17,Transfer,Partner,Dog,Neutered Male,3 months,Catahoula Mix,White/Brown Brindle
A711540,,"Sunday, September 13, 2015",Sunday,Sep,6:56:00 PM,18,Adoption,,Dog,Spayed Female,1 year,Pomeranian Mix,Red/Tan
A668790,St. Nicks,"Wednesday, December 18, 2013",Wednesday,Dec,6:04:00 PM,18,Adoption,,Dog,Neutered Male,2 months,Australian Shepherd Mix,Tricolor
A599278,Calypto,"Tuesday, January 06, 2015",Tuesday,Jan,5:42:00 PM,17,Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever/Great Pyrenees,Yellow
A718654,Goliath,"Sunday, February 14, 2016",Sunday,Feb,6:00:00 PM,18,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Tan/White
A694129,Bear,"Sunday, June 07, 2015",Sunday,Jun,6:41:00 PM,18,Return_to_owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown
A705150,Jax,"Saturday, June 20, 2015",Saturday,Jun,5:34:00 PM,17,Return_to_owner,,Dog,Neutered Male,2 months,Staffordshire Mix,Brown/Black
A672606,Ian,"Sunday, February 16, 2014",Sunday,Feb,6:53:00 PM,18,Return_to_owner,,Cat,Neutered Male,10 years,Siamese Mix,Lynx Point
A720091,,"Monday, February 15, 2016",Monday,Feb,12:00:00 AM,0,Transfer,Partner,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Blue Merle/White
A676747,Leonardo,"Friday, April 18, 2014",Friday,Apr,2:00:00 PM,14,Transfer,Partner,Dog,Intact Male,1 year,Jack Russell Terrier Mix,White/Tan
A720230,Gordon,"Wednesday, February 10, 2016",Wednesday,Feb,11:19:00 AM,11,Transfer,Partner,Dog,Neutered Male,2 years,Lhasa Apso Mix,Cream
A687580,Chocolate,"Friday, September 26, 2014",Friday,Sep,1:26:00 PM,13,Euthanasia,Aggressive,Dog,Intact Male,2 years,Pit Bull Mix,Chocolate
A713213,Clarence,"Wednesday, October 07, 2015",Wednesday,Oct,2:23:00 PM,14,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,Blue/White
A702745,Abigail,"Friday, May 22, 2015",Friday,May,11:45:00 AM,11,Return_to_owner,,Dog,Intact Female,2 years,Labrador Retriever Mix,Black
A714644,Hazel,"Sunday, January 10, 2016",Sunday,Jan,10:46:00 AM,10,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black
A670826,Elmo,"Sunday, January 26, 2014",Sunday,Jan,6:53:00 PM,18,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair/Jack Russell Terrier,Tricolor
A713916,Winnie,"Sunday, October 25, 2015",Sunday,Oct,5:42:00 PM,17,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Liver/Tan
A701994,Maggie,"Saturday, May 16, 2015",Saturday,May,3:59:00 PM,15,Adoption,,Dog,Spayed Female,1 year,Pit Bull/Pointer,White/Blue
A708646,Summer,"Saturday, January 02, 2016",Saturday,Jan,4:34:00 PM,16,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby
A711157,Eli,"Friday, September 18, 2015",Friday,Sep,3:10:00 PM,15,Transfer,Partner,Dog,Neutered Male,2 years,Pug/Beagle,Sable/White
A671857,Nick,"Wednesday, February 05, 2014",Wednesday,Feb,5:11:00 PM,17,Transfer,Partner,Dog,Neutered Male,3 years,Irish Wolfhound/Great Pyrenees,White
A669715,Waylon,"Friday, January 10, 2014",Friday,Jan,5:58:00 PM,17,Adoption,,Dog,Neutered Male,3 years,English Foxhound,Brown
A710575,,"Monday, August 24, 2015",Monday,Aug,6:56:00 PM,18,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair Mix,Orange Tabby/White
A664032,Parker,"Tuesday, October 01, 2013",Tuesday,Oct,5:18:00 PM,17,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Black/Tan
A714631,Sven,"Monday, November 02, 2015",Monday,Nov,5:22:00 PM,17,Adoption,,Dog,Neutered Male,11 months,Great Pyrenees Mix,White/Tan
A671179,Vivian,"Saturday, April 19, 2014",Saturday,Apr,11:16:00 AM,11,Adoption,Foster,Cat,Spayed Female,8 years,Siamese Mix,Tortie Point
A663602,Molly,"Sunday, October 27, 2013",Sunday,Oct,2:44:00 PM,14,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A649718,Bishop,"Friday, October 16, 2015",Friday,Oct,2:55:00 PM,14,Return_to_owner,,Dog,Neutered Male,3 years,Boxer,Black/White
A713454,,"Saturday, October 10, 2015",Saturday,Oct,12:00:00 AM,0,Transfer,Partner,Dog,Intact Female,6 years,Chihuahua Shorthair Mix,White
A687143,Peony,"Monday, October 06, 2014",Monday,Oct,1:12:00 PM,13,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A684728,,"Monday, July 28, 2014",Monday,Jul,9:00:00 AM,9,Transfer,SCRP,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A711728,,"Friday, September 11, 2015",Friday,Sep,12:00:00 AM,0,Transfer,Partner,Cat,Intact Female,2 weeks,Ragdoll Mix,Lilac Point
A678668,Fred,"Saturday, July 12, 2014",Saturday,Jul,12:16:00 PM,12,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A630889,Baylah,"Friday, December 11, 2015",Friday,Dec,2:22:00 PM,14,Return_to_owner,,Dog,Spayed Female,4 years,Siberian Husky Mix,White
A683585,,"Wednesday, July 16, 2014",Wednesday,Jul,5:11:00 PM,17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A683202,X,"Friday, July 18, 2014",Friday,Jul,1:42:00 PM,13,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue/White
A488066,Doc,"Monday, June 30, 2014",Monday,Jun,11:37:00 AM,11,Adoption,,Dog,Neutered Male,7 years,Border Collie Mix,Brown/White
A655043,Olive,"Thursday, October 10, 2013",Thursday,Oct,4:54:00 PM,16,Transfer,Partner,Cat,Intact Female,5 months,Domestic Shorthair Mix,Orange Tabby/White
A669367,Tabbie,"Thursday, December 19, 2013",Thursday,Dec,1:19:00 PM,13,Euthanasia,Suffering,Cat,Neutered Male,18 years,Domestic Shorthair Mix,Black
A672967,Patch,"Thursday, February 20, 2014",Thursday,Feb,5:39:00 PM,17,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A712811,Sofia,"Wednesday, September 30, 2015",Wednesday,Sep,12:06:00 PM,12,Return_to_owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A673506,Briggs,"Sunday, March 09, 2014",Sunday,Mar,8:05:00 AM,8,Euthanasia,Behavior,Dog,Intact Male,3 years,Labrador Retriever Mix,Black
A714893,,"Friday, October 30, 2015",Friday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Unknown,6 months,Domestic Shorthair Mix,Black
A679622,,"Sunday, May 25, 2014",Sunday,May,5:34:00 PM,17,Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Tortie/Black
A716152,Zippee,"Thursday, December 10, 2015",Thursday,Dec,4:58:00 PM,16,Transfer,Partner,Dog,Intact Female,6 months,Pit Bull Mix,Black
A673838,Bruiser,"Tuesday, March 25, 2014",Tuesday,Mar,11:03:00 AM,11,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White
A663581,Behemoth,"Friday, December 27, 2013",Friday,Dec,7:38:00 PM,19,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue
A717042,Cupcake,"Sunday, December 06, 2015",Sunday,Dec,12:02:00 PM,12,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby
A550885,Princess,"Tuesday, November 12, 2013",Tuesday,Nov,12:54:00 PM,12,Euthanasia,Suffering,Dog,Spayed Female,13 years,American Eskimo Mix,Brown/White
A687831,,"Wednesday, September 10, 2014",Wednesday,Sep,6:47:00 PM,18,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A697403,Choco,"Wednesday, February 25, 2015",Wednesday,Feb,6:38:00 PM,18,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate
A675778,,"Saturday, April 19, 2014",Saturday,Apr,6:47:00 PM,18,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A719318,Clutch,"Sunday, February 14, 2016",Sunday,Feb,4:19:00 PM,16,Adoption,,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Black/White
A713252,,"Monday, October 05, 2015",Monday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White
A712758,Seth,"Monday, November 09, 2015",Monday,Nov,6:15:00 PM,18,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby/White
A710215,Reese'S,"Monday, August 24, 2015",Monday,Aug,7:02:00 PM,19,Adoption,,Dog,Neutered Male,2 months,Great Pyrenees/Catahoula,White/Brown Merle
A685282,,"Tuesday, August 05, 2014",Tuesday,Aug,12:47:00 PM,12,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Cream Tabby
A679702,,"Monday, June 30, 2014",Monday,Jun,6:49:00 PM,18,Adoption,Foster,Dog,Spayed Female,2 months,Australian Shepherd Mix,Black/White
A672753,,"Saturday, February 22, 2014",Saturday,Feb,2:52:00 PM,14,Transfer,Partner,Dog,Spayed Female,1 year,Miniature Schnauzer/Whippet,White
A664972,James,"Friday, November 22, 2013",Friday,Nov,3:48:00 PM,15,Adoption,,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point
A654856,Captain,"Wednesday, April 16, 2014",Wednesday,Apr,3:16:00 PM,15,Return_to_owner,,Dog,Intact Male,1 year,Labrador Retriever,Yellow
A719544,,"Sunday, January 24, 2016",Sunday,Jan,6:41:00 PM,18,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black Smoke
A705910,Dawn,"Saturday, July 18, 2015",Saturday,Jul,2:46:00 PM,14,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A706892,Penny,"Tuesday, July 07, 2015",Tuesday,Jul,3:41:00 PM,15,Return_to_owner,,Dog,Intact Female,3 years,German Shepherd Mix,Tan/Black
A695327,Buster,"Wednesday, January 14, 2015",Wednesday,Jan,1:20:00 PM,13,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A672264,Aster,"Tuesday, February 11, 2014",Tuesday,Feb,5:51:00 PM,17,Adoption,,Dog,Spayed Female,6 months,Golden Retriever Mix,Buff
A712378,Roz,"Sunday, September 27, 2015",Sunday,Sep,5:33:00 PM,17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A715641,Dimu,"Wednesday, November 25, 2015",Wednesday,Nov,2:19:00 PM,14,Adoption,,Dog,Neutered Male,2 years,Staffordshire Mix,Blue/White
A673912,Edward,"Wednesday, March 19, 2014",Wednesday,Mar,3:16:00 PM,15,Euthanasia,Behavior,Dog,Intact Male,3 years,Pit Bull Mix,Fawn
A693796,Maggie,"Saturday, February 07, 2015",Saturday,Feb,5:27:00 PM,17,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Cream/White
A702708,Cabron,"Sunday, May 17, 2015",Sunday,May,11:33:00 AM,11,Return_to_owner,,Dog,Neutered Male,3 months,Siberian Husky Mix,Black/White
A668065,,"Sunday, December 08, 2013",Sunday,Dec,3:33:00 PM,15,Transfer,Partner,Dog,Spayed Female,5 months,Dachshund Mix,Black/Brown
A686233,Marvin,"Tuesday, October 14, 2014",Tuesday,Oct,2:52:00 PM,14,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby/White
A670892,Faith,"Saturday, January 25, 2014",Saturday,Jan,12:42:00 PM,12,Adoption,,Cat,Spayed Female,8 months,Domestic Medium Hair Mix,Black/White
A697760,Woody,"Wednesday, March 04, 2015",Wednesday,Mar,6:34:00 PM,18,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Brown Tabby
A688369,,"Thursday, September 18, 2014",Thursday,Sep,4:15:00 PM,16,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Black
A710611,Tootsie,"Monday, August 31, 2015",Monday,Aug,2:23:00 PM,14,Transfer,Partner,Dog,Neutered Male,5 months,Dachshund Mix,Brown/White
A665840,,"Wednesday, October 23, 2013",Wednesday,Oct,1:33:00 PM,13,Transfer,Partner,Dog,Intact Female,4 weeks,Labrador Retriever Mix,Black/White
A699573,,"Friday, April 03, 2015",Friday,Apr,12:41:00 PM,12,Euthanasia,Suffering,Dog,Intact Female,7 years,Chihuahua Shorthair Mix,Brown
